Market,Metric,Money,Currency_id,Quantity,Unit_id,Date,Continent,Sub Continent,Country,Organization/author
Telecommunication,Mobile Subscribers,,,1114738000,Subscribers,12/31/16,Asia,Southern Asia,India,"Department of Telecommunications
Ministry of Communications"
Telecommunication,Mobile Subscribers,,,7600972380,Subscribers,12/31/17,Asia,Southern Asia,India,"Department of Telecommunications
Ministry of Communications"
Telecommunication,Mobile Subscribers,,,412183130,Subscribers,12/31/24,Asia,Southern Asia,India,"Department of Telecommunications
Ministry of Communications"
Telecommunication,Landline Subscribers,,,26098880,Subscribers,12/31/14,Asia,Southern Asia,India,"Department of Telecommunications
Ministry of Communications"
Telecommunication,Landline Subscribers,,,91759120,Subscribers,12/31/15,Asia,Southern Asia,India,"Department of Telecommunications
Ministry of Communications"
Telecommunication,Landline Subscribers,,,50130820,Subscribers,12/31/16,Asia,Southern Asia,India,"Department of Telecommunications
Ministry of Communications"
Telecommunication,Landline Subscribers,,,59867060,Subscribers,12/31/17,Asia,Southern Asia,India,"Department of Telecommunications
Ministry of Communications"
Telecommunication Services,Spending,5146998940,United States Dollar,,,12/31/19,Asia,Southern Asia,India,ElectronicsB2B
Telecommunication Services,Spending,28749403470,United States Dollar,,,12/31/17,Asia,Southern Asia,India,ElectronicsB2B
Telecommunication Services,Revenue,8013381140,United States Dollar,,,12/31/25,,,,PR Newswire
Telecommunication Services,Spending,41180884100,United States Dollar,,,12/31/14,Asia,Southern Asia,India,statistica
Telecommunication Services,Spending,18298174740,United States Dollar,,,12/31/15,Asia,Southern Asia,India,statistica
Telecommunication Services,Spending,91629519480,United States Dollar,,,12/31/16,Asia,Southern Asia,India,statistica
Telecommunications Equipment,Market Size,61909845670,United States Dollar,,,3/31/20,Asia,Southern Asia,India,TechSci Research
Telecommunications Equipment,Market Size,9.29E+11,United States Dollar,,,12/31/23,,,,Market Research Future
Television Industry,Broadcasters Revenue,4.27E+11,Indian rupee,,,12/31/16,Asia,Southern Asia,India,FICCI and EY
Television Industry,Broadcasters Revenue,5.10E+11,Indian rupee,,,12/31/17,Asia,Southern Asia,India,FICCI and EY
Television Industry,Broadcasters Revenue,6.34E+11,Indian rupee,,,12/31/18,Asia,Southern Asia,India,FICCI and EY
Television Industry,Broadcasters Revenue,7.63E+11,Indian rupee,,,12/31/19,Asia,Southern Asia,India,FICCI and EY
Television Industry,Broadcasters Revenue,5.80E+11,Indian rupee,,,12/31/20,Asia,Southern Asia,India,FICCI and EY
Television Industry,Broadcasters Subscription Revenue,87152595170,Indian rupee,,,12/31/16,Asia,Southern Asia,India,FICCI and EY
Television Industry,Broadcasters Subscription Revenue,90114657850,Indian rupee,,,12/31/17,Asia,Southern Asia,India,FICCI and EY
Television Industry,Broadcasters Subscription Revenue,1.68E+11,Indian rupee,,,12/31/18,Asia,Southern Asia,India,FICCI and EY
Television Industry,Broadcasters Subscription Revenue,57963529660,Indian rupee,,,12/31/19,Asia,Southern Asia,India,FICCI and EY
Television Industry,Broadcasters Subscription Revenue,4.22E+11,Indian rupee,,,12/31/20,Asia,Southern Asia,India,FICCI and EY
Television Industry,Broadcasters Subscription Revenue,6.98E+11,Indian rupee,,,12/31/16,Asia,Southern Asia,India,FICCI and EY
Television Industry,Broadcasters Subscription Revenue,2292271300,Indian rupee,,,12/31/17,Asia,Southern Asia,India,FICCI and EY
Television Industry,Broadcasters Subscription Revenue,7.10E+11,Indian rupee,,,12/31/18,Asia,Southern Asia,India,FICCI and EY
Television Industry,Broadcasters Subscription Revenue,7.82E+11,Indian rupee,,,12/31/19,Asia,Southern Asia,India,FICCI and EY
Television Industry,Broadcasters Subscription Revenue,7.60E+11,Indian rupee,,,12/31/20,Asia,Southern Asia,India,FICCI and EY
Television Industry,Market Size,1.82E+11,Indian rupee,,,12/31/16,Asia,Southern Asia,India,FICCI and EY
Television Industry,Market Size,1.71E+11,Indian rupee,,,12/31/17,Asia,Southern Asia,India,FICCI and EY
Television Industry,Market Size,1.50E+11,Indian rupee,,,12/31/20,Asia,Southern Asia,India,FICCI and EY
Television Industry,Advertising Revenue,2.22E+11,Indian rupee,,,12/31/16,Asia,Southern Asia,India,FICCI and EY
Television Industry,Advertising Revenue,3.05E+11,Indian rupee,,,12/31/17,Asia,Southern Asia,India,FICCI and EY
Television Industry,Advertising Revenue,6.22E+11,Indian rupee,,,12/31/20,Asia,Southern Asia,India,FICCI and EY
Television Industry,Distribution Revenue,9.97E+11,Indian rupee,,,12/31/16,Asia,Southern Asia,India,FICCI and EY
Television Industry,Distribution Revenue,4.70E+11,Indian rupee,,,12/31/17,Asia,Southern Asia,India,FICCI and EY
Television Industry,Distribution Revenue,65304133280,Indian rupee,,,12/31/20,Asia,Southern Asia,India,FICCI and EY
Television Industry,TV Viewing Household,,,290080560,Households,12/31/16,Asia,Southern Asia,India,FICCI and EY
Television Industry,TV Viewing Household,,,156375750,Households,12/31/17,Asia,Southern Asia,India,FICCI and EY
Television Industry,Cable Subscriber,,,719841810,Households,12/31/16,Asia,Southern Asia,India,FICCI and EY
Television Industry,Cable Subscriber,,,32242190,Households,12/31/17,Asia,Southern Asia,India,FICCI and EY
Television Industry,DTH Subscriber,,,36625550,Households,12/31/16,Asia,Southern Asia,India,FICCI and EY
Television Industry,DTH Subscriber,,,90686880,Households,12/31/17,Asia,Southern Asia,India,FICCI and EY
Television Industry,HITS Subscriber,,,813200,Households,12/31/16,Asia,Southern Asia,India,FICCI and EY
Television Industry,HITS Subscriber,,,4517880,Households,12/31/17,Asia,Southern Asia,India,FICCI and EY
Television Industry,Free TV Subscriber,,,54936880,Households,12/31/16,Asia,Southern Asia,India,FICCI and EY
Television Industry,Free TV Subscriber,,,34362540,Households,12/31/17,Asia,Southern Asia,India,FICCI and EY
Television Industry,Total Subscriber,,,298213980,Subscribers,12/31/17,Asia,Southern Asia,India,FICCI and EY
Textile,Market Size,3.30E+11,United States Dollar,,,12/31/19,Asia,Southern Asia,India,India Brand Equity Foundation
Textile,Exports,3043743270,United States Dollar,,,12/31/22,Asia,Southern Asia,India,Statista
Textile,Market Size,7.29E+12,United States Dollar,,,12/31/25,,,,Grand View Research
Textile,Exports,49824102840,United States Dollar,,,3/31/18,Asia,Southern Asia,India,India Brand Equity Foundation
Textile,Market Size,74528508770,United States Dollar,,,12/31/14,Asia,Southern Asia,India, India Brand Equity Foundation
Textile,Market Size,2.61E+11,United States Dollar,,,3/31/23,Asia,Southern Asia,India, India Brand Equity Foundation
Textile,Exports,622074460,United States Dollar,,,12/31/21,Asia,Southern Asia,India, India Brand Equity Foundation
Textile,Exports,84529095140,United States Dollar,,,3/31/14,Asia,Southern Asia,India,India Brand Equity Foundation
Textile,Exports,41583211320,United States Dollar,,,3/31/15,Asia,Southern Asia,India,India Brand Equity Foundation
Textile,Exports,90142972510,United States Dollar,,,3/31/17,Asia,Southern Asia,India,India Brand Equity Foundation
Textile,Market Size,1.61E+11,United States Dollar,,,12/31/15,Asia,Southern Asia,India,India Brand Equity Foundation
Textile,Market Size,5.30E+11,United States Dollar,,,12/31/16,Asia,Southern Asia,India,India Brand Equity Foundation
Textile,Exports,80775901410,United States Dollar,,,3/31/16,Asia,Southern Asia,India,India Brand Equity Foundation
Textile,Market Size,5.40E+11,United States Dollar,,,12/31/21,Asia,Southern Asia,India,India Brand Equity Foundation
Textile,Exports,69196277890,United States Dollar,,,3/31/19,Asia,Southern Asia,India,India Brand Equity Foundation
Timeshare,Capacity,,,8960,Resorts,12/31/17,Americas,Northern America,United States,ARDA
Timeshare,Capacity,,,133090,Units,12/31/17,Americas,Northern America,United States,ARDA
Timeshare,Market Size,44813390680,United States Dollar,,,12/31/17,,,,Market Research Hub
Timeshare,Market Size,6008281320,United States Dollar,,,12/31/25,,,,Market Research Hub
Timeshare,Capacity,,,3395,Resorts,12/31/14,Americas,Northern America,United States,Hotel Online
Timeshare,Sales,3405514490,United States Dollar,,,12/31/14,Americas,South America,United States,Hotel Online
Timeshare,Capacity,,,1237,Resorts,12/31/15,Americas,Northern America,United States,American Resort Development Association
Timeshare,Sales,7857367560,United States Dollar,,,12/31/15,Americas,Northern America,United States,American Resort Development Association
Timeshare,Capacity,,,7658,Resorts,12/31/16,Americas,Northern America,United States,American Resort Development Association
Timeshare,Sales,3691313760,United States Dollar,,,12/31/16,Americas,Northern America,United States,American Resort Development Association
Timeshare,Sales,5427593720,United States Dollar,,,12/31/17,Americas,Northern America,United States,ARDA
Travel and Tourism,GDP (Direct Contribution),4.34E+11,United States Dollar,,,12/31/17,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),4.33E+11,United States Dollar,,,12/31/28,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Investment,5.47E+11,United States Dollar,,,12/31/17,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Investment,8.01E+11,United States Dollar,,,12/31/28,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),8.83E+12,United States Dollar,,,12/31/17,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),3.20E+11,United States Dollar,,,12/31/28,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,6324000,Jobs,12/31/17,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,1121640,Jobs,12/31/28,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,18782510,Jobs,12/31/17,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,79744200,Jobs,12/31/18,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,13925590,Jobs,12/31/28,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,6.97E+11,United States Dollar,,,12/31/17,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,7.41E+11,United States Dollar,,,12/31/28,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),68449799180,United States Dollar,,,12/31/17,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),9.14E+11,United States Dollar,,,12/31/28,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),7.92E+11,United States Dollar,,,12/31/17,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),5.02E+11,United States Dollar,,,12/31/28,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,43033160,Jobs,12/31/17,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,95905820,Jobs,12/31/28,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,81950520,Jobs,12/31/17,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,91440770,Jobs,12/31/28,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,9.45E+12,Indian rupee,,,12/31/17,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,8.98E+12,Indian rupee,,,12/31/28,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Investment,1.48E+12,Indian rupee,,,12/31/17,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Investment,4.35E+12,Indian rupee,,,12/31/28,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,7.82E+11,United States Dollar,,,12/31/17,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,86806626070,United States Dollar,,,12/31/18,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,1.84E+11,United States Dollar,,,12/31/28,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,4.54E+11,United States Dollar,,,12/31/17,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,7.41E+11,United States Dollar,,,12/31/18,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,8.59E+11,United States Dollar,,,12/31/28,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,5.24E+11,United States Dollar,,,12/31/18,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,5.50E+12,United States Dollar,,,12/31/28,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,4.95E+11,United States Dollar,,,12/31/16,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,1.04E+11,United States Dollar,,,12/31/16,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,1.41E+12,United States Dollar,,,12/31/27,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,6.06E+11,United States Dollar,,,12/31/27,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,3.71E+12,United States Dollar,,,12/31/27,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,4.47E+11,United States Dollar,,,12/31/15,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,7.32E+11,United States Dollar,,,12/31/15,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,2.33E+11,United States Dollar,,,12/31/26,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,8.11E+12,United States Dollar,,,12/31/26,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,1.32E+12,United States Dollar,,,12/31/26,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,2.70E+11,United States Dollar,,,12/31/14,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,9.17E+11,United States Dollar,,,12/31/14,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,8.41E+12,United States Dollar,,,12/31/25,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,6.57E+11,United States Dollar,,,12/31/25,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,1.76E+12,United States Dollar,,,12/31/25,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,5.59E+11,Indian rupee,,,12/31/17,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,6.66E+13,Indian rupee,,,12/31/18,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,5.83E+13,Indian rupee,,,12/31/28,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,73524478160,Indian rupee,,,12/31/18,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,6.53E+11,Indian rupee,,,12/31/28,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,9.93E+13,Indian rupee,,,12/31/18,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,7.66E+13,Indian rupee,,,12/31/28,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,9.16E+13,Indian rupee,,,12/31/17,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,6.39E+11,Indian rupee,,,12/31/16,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,2.99E+12,Indian rupee,,,12/31/27,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,3.88E+13,Indian rupee,,,12/31/16,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,1.36E+13,Indian rupee,,,12/31/27,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,7.68E+13,Indian rupee,,,12/31/27,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,3.87E+12,Indian rupee,,,12/31/15,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,9.74E+12,Indian rupee,,,12/31/15,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,6.83E+12,Indian rupee,,,12/31/26,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,3.86E+13,Indian rupee,,,12/31/26,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,5.20E+13,Indian rupee,,,12/31/26,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Domestic Tourist Visits (DTVs),,,1009276980,People,12/31/17,Asia,Southern Asia,India,Ministry of Tourism
Travel and Tourism,Domestic Tourist Visits (DTVs),,,6754531500,People,12/31/16,Asia,Southern Asia,India,Ministry of Tourism
Travel and Tourism,Domestic Tourist Visits (DTVs),,,7120869690,People,12/31/14,Asia,Southern Asia,India,Ministry of Tourism
Travel and Tourism,Domestic Tourist Visits (DTVs),,,4811326040,People,12/31/13,Asia,Southern Asia,India,Ministry of Tourism
Travel and Tourism,Domestic Tourist Visits (DTVs),,,8224282490,People,12/31/15,Asia,Southern Asia,India,Ministry of Tourism
Travel and Tourism,Employment (Total Contribution),,,59485290,People,12/31/17,Asia,Southern Asia,India,India Brand Equity Foundation
Travel and Tourism,Employment (Total Contribution),,,76770310,People,12/31/28,Asia,Southern Asia,India,India Brand Equity Foundation
Travel and Tourism,Market Size,5.67E+13,United States Dollar,,,12/31/25,,,,Research Nester
Travel and Tourism,Foreign Exchange Earnings (FEEs),3209823810,United States Dollar,,,6/30/16,Asia,Southern Asia,India,Ministry of tourism 
Travel and Tourism,Foreign Tourist Arrivals (FTAs),,,621840,People,9/30/18,Asia,Southern Asia,India,Ministry Of  Tourism
Travel and Tourism,Foreign Tourist Arrivals (FTAs),,,3714010,People,9/30/17,Asia,Southern Asia,India,Ministry Of  Tourism
Travel and Tourism,Foreign Exchange Earnings (FEEs),8660221000,United States Dollar,,,9/30/18,Asia,Southern Asia,India,Ministry Of  Tourism
Travel and Tourism,Foreign Exchange Earnings (FEEs),3746564690,United States Dollar,,,9/30/17,Asia,Southern Asia,India,Ministry Of  Tourism
Travel and Tourism,Foreign Tourist Arrivals (FTAs),,,894310,People,6/30/18,Asia,Southern Asia,India,Ministry Of Tourism
Travel and Tourism,Foreign Tourist Arrivals (FTAs),,,3075070,People,6/30/17,Asia,Southern Asia,India,Ministry Of Tourism
Travel and Tourism,Foreign Exchange Earnings (FEEs),435977760,United States Dollar,,,6/30/18,Asia,Southern Asia,India,Ministry Of Tourism
Travel and Tourism,Foreign Exchange Earnings (FEEs),2109830810,United States Dollar,,,6/30/17,Asia,Southern Asia,India,Ministry Of Tourism
Travel and Tourism,Foreign Tourist Arrivals (FTAs),,,5279020,People,3/31/18,Asia,Southern Asia,India,Ministry Of Tourism
Travel and Tourism,Foreign Tourist Arrivals (FTAs),,,2408520,People,3/31/17,Asia,Southern Asia,India,Ministry Of Tourism
Travel and Tourism,Foreign Exchange Earnings (FEEs),8270877310,United States Dollar,,,3/31/18,Asia,Southern Asia,India,Ministry Of Tourism
Travel and Tourism,Foreign Exchange Earnings (FEEs),1571381230,United States Dollar,,,3/31/17,Asia,Southern Asia,India,Ministry Of Tourism
Travel and Tourism,Foreign Tourist Arrivals (FTAs),,,9472580,People,12/31/17,Asia,Southern Asia,India,Ministry Of Tourism
Travel and Tourism,Foreign Tourist Arrivals (FTAs),,,9214560,People,12/31/16,Asia,Southern Asia,India,Ministry Of Tourism
Travel and Tourism,Foreign Exchange Earnings (FEEs),4007250570,United States Dollar,,,12/31/17,Asia,Southern Asia,India,Ministry Of Tourism
Travel and Tourism,Foreign Exchange Earnings (FEEs),7582868530,United States Dollar,,,12/31/16,Asia,Southern Asia,India,Ministry Of Tourism
Travel and Tourism,Foreign Tourist Arrivals (FTAs),,,3104310,People,9/30/16,Asia,Southern Asia,India,Ministry Of Tourism
Travel and Tourism,Foreign Exchange Earnings (FEEs),2092743290,United States Dollar,,,9/30/16,Asia,Southern Asia,India,Ministry Of Tourism
Travel and Tourism,Foreign Tourist Arrivals (FTAs),,,4250340,People,6/30/16,Asia,Southern Asia,India,Ministry of tourism 
Travel and Tourism,Foreign Tourist Arrivals (FTAs),,,9422090,People,3/31/16,Asia,Southern Asia,India,Ministry Of Tourism
Travel and Tourism,Foreign Exchange Earnings (FEEs),3943909210,United States Dollar,,,3/31/16,Asia,Southern Asia,India,Ministry Of Tourism
Travel and Tourism,Foreign Tourist Arrivals (FTAs),,,1447580,People,12/31/15,Asia,Southern Asia,India,Ministry Of Toursim
Travel and Tourism,Foreign Exchange Earnings (FEEs),3071918790,United States Dollar,,,12/31/15,Asia,Southern Asia,India,Ministry Of Toursim
Travel and Tourism,Foreign Exchange Earnings (FEEs),6496905070,United States Dollar,,,9/30/15,Asia,Southern Asia,India,Ministry Of Tourism
Travel and Tourism,GDP (Direct Contribution),3.19E+11,United States Dollar,,,12/31/15,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),1.03E+12,United States Dollar,,,12/31/15,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,6666450,Jobs,12/31/15,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,22692690,Jobs,12/31/15,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,8.15E+11,United States Dollar,,,12/31/15,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Investment,8.04E+11,United States Dollar,,,12/31/15,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),8.87E+11,United States Dollar,,,12/31/14,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),9.69E+12,United States Dollar,,,12/31/14,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,778980,Jobs,12/31/14,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,42393780,Jobs,12/31/14,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,4.49E+11,United States Dollar,,,12/31/14,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Investment,8.06E+11,United States Dollar,,,12/31/14,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),2.64E+11,United States Dollar,,,12/31/16,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),3.11E+12,United States Dollar,,,12/31/16,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,7285160,Jobs,12/31/16,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,65222500,Jobs,12/31/16,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,8.30E+11,United States Dollar,,,12/31/16,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Investment,5.73E+11,United States Dollar,,,12/31/16,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),8.36E+12,Indian rupee,,,12/31/14,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),9.73E+12,Indian rupee,,,12/31/25,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),8.70E+12,Indian rupee,,,12/31/14,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),5.67E+13,Indian rupee,,,12/31/25,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,48619100,Jobs,12/31/14,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,3206110,Jobs,12/31/25,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,31299970,Jobs,12/31/14,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,64781850,Jobs,12/31/25,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,5.07E+11,Indian rupee,,,12/31/14,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,8.47E+12,Indian rupee,,,12/31/25,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Investment,6.33E+12,Indian rupee,,,12/31/14,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Investment,4.60E+12,Indian rupee,,,12/31/25,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),7.60E+11,Indian rupee,,,12/31/15,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),5.50E+12,Indian rupee,,,12/31/26,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),8.82E+12,Indian rupee,,,12/31/15,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),2.31E+13,Indian rupee,,,12/31/26,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,41334260,Jobs,12/31/15,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,27468180,Jobs,12/31/26,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,25510880,Jobs,12/31/15,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,52141200,Jobs,12/31/26,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,4.63E+12,Indian rupee,,,12/31/15,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,8.04E+12,Indian rupee,,,12/31/26,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Investment,7.67E+12,Indian rupee,,,12/31/15,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Investment,5.53E+12,Indian rupee,,,12/31/26,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),3445402190,United States Dollar,,,12/31/16,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),5.23E+11,United States Dollar,,,12/31/27,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),8.93E+11,United States Dollar,,,12/31/16,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),4.50E+11,United States Dollar,,,12/31/27,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,63682180,Jobs,12/31/16,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,13701270,Jobs,12/31/27,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,13532230,Jobs,12/31/16,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,60586320,Jobs,12/31/27,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,7.89E+12,Indian rupee,,,12/31/16,Asia,Southern Asia,India,World Travel and Tourism Council
